filename,label
frame_000001.jpg,0
frame_000002.jpg,0
frame_000003.jpg,0
frame_000004.jpg,0
frame_000005.jpg,0
frame_000006.jpg,0
frame_000007.jpg,0
frame_000008.jpg,0
frame_000009.jpg,0
frame_000010.jpg,0
frame_000011.jpg,0
frame_000012.jpg,0
frame_000013.jpg,0
frame_000014.jpg,0
frame_000015.jpg,0
frame_000016.jpg,0
frame_000017.jpg,0
frame_000018.jpg,0
frame_000019.jpg,0
frame_000020.jpg,0
frame_000021.jpg,0
frame_000022.jpg,0
frame_000023.jpg,0
frame_000024.jpg,0
frame_000025.jpg,0
frame_000026.jpg,0
frame_000027.jpg,0
frame_000028.jpg,0
frame_000029.jpg,0
frame_000030.jpg,0
frame_000031.jpg,0
frame_000032.jpg,0
frame_000033.jpg,0
frame_000034.jpg,0
frame_000035.jpg,0
frame_000036.jpg,0
frame_000037.jpg,0
frame_000038.jpg,0
frame_000039.jpg,0
frame_000040.jpg,0
frame_000041.jpg,0
frame_000042.jpg,0
frame_000043.jpg,0
frame_000044.jpg,0
frame_000045.jpg,0
frame_000046.jpg,0
frame_000047.jpg,0
frame_000048.jpg,0
frame_000049.jpg,0
frame_000050.jpg,0
frame_000051.jpg,0
frame_000052.jpg,0
frame_000053.jpg,0
frame_000054.jpg,0
frame_000055.jpg,0
frame_000056.jpg,0
frame_000057.jpg,0
frame_000058.jpg,0
frame_000059.jpg,0
frame_000060.jpg,0
frame_000061.jpg,0
frame_000062.jpg,0
frame_000063.jpg,0
frame_000064.jpg,0
frame_000065.jpg,0
frame_000066.jpg,0
frame_000067.jpg,0
frame_000068.jpg,0
frame_000069.jpg,0
frame_000070.jpg,0
frame_000071.jpg,0
frame_000072.jpg,0
frame_000073.jpg,0
frame_000074.jpg,0
frame_000075.jpg,0
frame_000076.jpg,0
frame_000077.jpg,0
frame_000078.jpg,0
frame_000079.jpg,0
frame_000080.jpg,0
frame_000081.jpg,0
frame_000082.jpg,0
frame_000083.jpg,0
frame_000084.jpg,0
frame_000085.jpg,0
frame_000086.jpg,0
frame_000087.jpg,0
frame_000088.jpg,0
frame_000089.jpg,0
frame_000090.jpg,0
frame_000091.jpg,0
frame_000092.jpg,0
frame_000093.jpg,0
frame_000094.jpg,0
frame_000095.jpg,0
frame_000096.jpg,0
frame_000097.jpg,0
frame_000098.jpg,0
frame_000099.jpg,0
frame_000100.jpg,0
frame_000101.jpg,0
frame_000102.jpg,0
frame_000103.jpg,0
frame_000104.jpg,0
frame_000105.jpg,0
frame_000106.jpg,0
frame_000107.jpg,0
frame_000108.jpg,0
frame_000109.jpg,0
frame_000110.jpg,0
frame_000111.jpg,0
frame_000112.jpg,0
frame_000113.jpg,0
frame_000114.jpg,0
frame_000115.jpg,0
frame_000116.jpg,0
frame_000117.jpg,0
frame_000118.jpg,0
frame_000119.jpg,0
frame_000120.jpg,0
frame_000121.jpg,0
frame_000122.jpg,0
frame_000123.jpg,0
frame_000124.jpg,0
frame_000125.jpg,0
frame_000126.jpg,0
frame_000127.jpg,0
frame_000128.jpg,0
frame_000129.jpg,0
frame_000130.jpg,0
frame_000131.jpg,0
frame_000132.jpg,0
frame_000133.jpg,0
frame_000134.jpg,0
frame_000135.jpg,0
frame_000136.jpg,0
frame_000137.jpg,0
frame_000138.jpg,0
frame_000139.jpg,0
frame_000140.jpg,0
frame_000141.jpg,0
frame_000142.jpg,0
frame_000143.jpg,0
frame_000144.jpg,0
frame_000145.jpg,0
frame_000146.jpg,0
frame_000147.jpg,0
frame_000148.jpg,0
frame_000149.jpg,0
frame_000150.jpg,0
frame_000151.jpg,0
frame_000152.jpg,0
frame_000153.jpg,0
frame_000154.jpg,0
frame_000155.jpg,0
frame_000156.jpg,0
frame_000157.jpg,0
frame_000158.jpg,0
frame_000159.jpg,0
frame_000160.jpg,0
frame_000161.jpg,0
frame_000162.jpg,0
frame_000163.jpg,0
frame_000164.jpg,0
frame_000165.jpg,0
frame_000166.jpg,0
frame_000167.jpg,0
frame_000168.jpg,0
frame_000169.jpg,0
frame_000170.jpg,0
